sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number,team_name,team_abbrev,shot_taken
304,2nd Quarter,2,41,16,6,FALSE,32.7,9,137,Turnaround Fade Away Jump Shot,45,Michaela Onyenwere misses 10-foot two point shot,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,32.7,1,1,1,205,New York,NY,1
306,2nd Quarter,2,41,31,3,FALSE,25.6,8,134,Driving Jump Shot Bank,45,Crystal Dangerfield misses 7-foot two point shot,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,25.6,1,1,1,207,Minnesota,MIN,1
308,2nd Quarter,2,43,24,4,TRUE,19.1,9,109,Running Layup Shot,45,Sabrina Ionescu makes two point shot (Betnijah Laney assists),2,4066533,2593770,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,19.1,1,1,1,209,New York,NY,1
313,2nd Quarter,2,43,29,11,FALSE,0.0,9,113,Running Jump Shot,45,Betnijah Laney misses 11-foot two point shot,0,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,0.0,1,1,1,212,New York,NY,1
323,3rd Quarter,3,43,27,11,FALSE,9:36,9,131,Pullup Jump Shot,45,Betnijah Laney misses 11-foot pullup jump shot,0,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,36,2,2,2,217,New York,NY,1
325,3rd Quarter,3,43,26,4,FALSE,9:16,8,110,Driving Layup Shot,45,Damiris Dantas misses driving layup,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,16,2,2,2,219,Minnesota,MIN,1
327,3rd Quarter,3,45,26,2,TRUE,9:04,9,141,Cutting Layup Shot,45,Michaela Onyenwere makes 2-foot layup (Sabrina Ionescu assists),2,4282173,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,04,2,2,2,221,New York,NY,1
329,3rd Quarter,3,45,17,18,FALSE,8:50,8,92,Jump Shot,45,Kayla McBride misses 20-foot jumper,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,50,2,2,2,222,Minnesota,MIN,1
331,3rd Quarter,3,47,26,3,TRUE,8:33,9,110,Driving Layup Shot,45,Betnijah Laney makes driving layup,2,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,33,2,2,2,224,New York,NY,1
332,3rd Quarter,3,47,36,22,FALSE,8:16,8,92,Jump Shot,45,Aerial Powers misses 25-foot three point jumper,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,16,2,2,2,225,Minnesota,MIN,1
334,3rd Quarter,3,47,9,6,FALSE,8:04,9,132,Step Back Jump Shot,45,Sabrina Ionescu misses 17-foot step back jumpshot,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,04,2,2,2,227,New York,NY,1
336,3rd Quarter,3,47,35,8,FALSE,7:39,8,92,Jump Shot,45,Sylvia Fowles misses 13-foot jumper,0,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,39,2,2,2,229,Minnesota,MIN,1
338,3rd Quarter,3,47,26,11,FALSE,7:27,9,130,Floating Jump Shot,45,Sabrina Ionescu misses 11-foot two point shot,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,27,2,2,2,231,New York,NY,1
343,3rd Quarter,3,47,14,22,FALSE,7:10,8,92,Jump Shot,45,Damiris Dantas misses 25-foot three point jumper,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,10,2,2,2,234,Minnesota,MIN,1
347,3rd Quarter,3,47,27,3,TRUE,6:44,8,109,Running Layup Shot,47,Kayla McBride makes two point shot (Crystal Dangerfield assists),2,2529205,4066585,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,44,2,2,2,237,Minnesota,MIN,1
349,3rd Quarter,3,47,41,21,FALSE,6:25,9,92,Jump Shot,47,Sami Whitcomb misses 26-foot three point jumper,0,887,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,25,2,2,2,238,New York,NY,1
351,3rd Quarter,3,47,26,5,FALSE,6:11,8,120,Turnaround Hook Shot,47,Sylvia Fowles misses 5-foot two point shot,0,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,11,2,2,2,240,Minnesota,MIN,1
358,3rd Quarter,3,47,45,12,FALSE,5:55,9,92,Jump Shot,47,Rebecca Allen misses 23-foot three point jumper,0,3102133,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,55,2,2,2,244,New York,NY,1
362,3rd Quarter,3,47,26,9,FALSE,5:39,8,131,Pullup Jump Shot,47,Sabrina Ionescu blocks Bridget Carleton 's 9-foot pullup jump shot,0,3906972,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,39,2,2,2,247,Minnesota,MIN,1
365,3rd Quarter,3,50,2,4,TRUE,5:16,9,92,Jump Shot,47,Betnijah Laney makes 23-foot three point jumper (Sabrina Ionescu assists),3,2593770,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,16,2,2,2,249,New York,NY,1
367,3rd Quarter,3,50,10,23,FALSE,5:02,8,92,Jump Shot,47,Crystal Dangerfield misses 28-foot three point jumper,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,02,2,2,2,250,Minnesota,MIN,1
378,3rd Quarter,3,52,26,3,FALSE,4:33,8,128,Driving Finger Roll Layup,47,Sylvia Fowles misses two point shot,0,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,33,2,2,2,258,Minnesota,MIN,1
384,3rd Quarter,3,54,24,3,TRUE,4:17,9,110,Driving Layup Shot,49,Rebecca Allen makes driving layup (Sabrina Ionescu assists),2,3102133,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,17,2,2,2,263,New York,NY,1
392,3rd Quarter,3,57,16,24,TRUE,3:50,9,92,Jump Shot,51,Kylee Shook makes 25-foot three point jumper (Sabrina Ionescu assists),3,4065849,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,50,2,2,2,268,New York,NY,1
394,3rd Quarter,3,57,25,4,TRUE,3:38,8,110,Driving Layup Shot,53,Aerial Powers makes driving layup,2,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,38,2,2,2,269,Minnesota,MIN,1
395,3rd Quarter,3,57,39,10,FALSE,3:32,9,146,Running Pullup Jump Shot,53,Rebecca Allen misses running pullup jump shot,0,3102133,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,32,2,2,2,270,New York,NY,1
397,3rd Quarter,3,57,40,20,FALSE,3:24,8,92,Jump Shot,53,Rachel Banham misses 25-foot three point jumper,0,2566186,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,24,2,2,2,272,Minnesota,MIN,1
399,3rd Quarter,3,59,26,5,TRUE,3:10,9,121,Fade Away Jump Shot,53,Sabrina Ionescu makes 5-foot two point shot,2,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,10,2,2,2,274,New York,NY,1
404,3rd Quarter,3,59,24,3,TRUE,2:55,8,95,Layup Shot,55,Sylvia Fowles makes layup (Jessica Shepard assists),2,766,3906949,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,55,2,2,2,278,Minnesota,MIN,1
406,3rd Quarter,3,62,7,17,TRUE,2:42,9,92,Jump Shot,55,Sabrina Ionescu makes 24-foot three point jumper (Kylee Shook assists),3,4066533,4065849,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,42,2,2,2,279,New York,NY,1
415,3rd Quarter,3,62,18,2,FALSE,2:09,9,110,Driving Layup Shot,55,Sabrina Ionescu misses driving layup,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,09,2,2,2,284,New York,NY,1
417,3rd Quarter,3,62,23,2,FALSE,2:05,9,141,Cutting Layup Shot,55,Michaela Onyenwere misses layup,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,05,2,2,2,286,New York,NY,1
419,3rd Quarter,3,62,22,9,FALSE,1:54,8,131,Pullup Jump Shot,55,Aerial Powers misses 10-foot pullup jump shot,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,54,2,2,2,288,Minnesota,MIN,1
421,3rd Quarter,3,62,30,20,FALSE,1:38,9,92,Jump Shot,55,Rebecca Allen misses 21-foot jumper,0,3102133,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,38,2,2,2,290,New York,NY,1
423,3rd Quarter,3,62,29,25,FALSE,1:27,9,92,Jump Shot,55,Sami Whitcomb misses 25-foot three point jumper,0,887,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,27,2,2,2,292,New York,NY,1
425,3rd Quarter,3,62,27,8,FALSE,1:12,8,144,Driving Floating Jump Shot,55,Kayla McBride misses driving floating jump shot,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,12,2,2,2,294,Minnesota,MIN,1
427,3rd Quarter,3,62,36,14,FALSE,1:08,8,92,Jump Shot,55,Sylvia Fowles misses 17-foot jumper,0,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,08,2,2,2,296,Minnesota,MIN,1
436,3rd Quarter,3,62,18,24,FALSE,36.2,8,92,Jump Shot,55,Rebecca Allen blocks Damiris Dantas 's 25-foot three point jumper,0,2955898,3102133,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,36.2,2,2,2,302,Minnesota,MIN,1
441,3rd Quarter,3,62,17,14,FALSE,23.2,8,131,Pullup Jump Shot,55,Damiris Dantas misses 16-foot pullup jump shot,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,23.2,2,2,2,305,Minnesota,MIN,1
445,3rd Quarter,3,62,8,17,FALSE,3.8,9,92,Jump Shot,55,Rebecca Allen misses 25-foot three point jumper,0,3102133,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,3.8,2,2,2,308,New York,NY,1
449,4th Quarter,4,62,26,9,TRUE,9:42,8,130,Floating Jump Shot,57,Kayla McBride makes 9-foot two point shot (Sylvia Fowles assists),2,2529205,766,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,42,2,2,2,311,Minnesota,MIN,1
451,4th Quarter,4,62,40,20,FALSE,9:28,9,92,Jump Shot,57,Jazmine Jones misses 25-foot three point jumper,0,4065850,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,28,2,2,2,312,New York,NY,1
457,4th Quarter,4,64,21,12,TRUE,8:55,9,121,Fade Away Jump Shot,59,Sami Whitcomb makes 12-foot two point shot (Sabrina Ionescu assists),2,887,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,55,2,2,2,317,New York,NY,1
459,4th Quarter,4,64,24,4,TRUE,8:46,8,120,Turnaround Hook Shot,61,Sylvia Fowles makes 4-foot two point shot (Rachel Banham assists),2,766,2566186,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,46,2,2,2,318,Minnesota,MIN,1
461,4th Quarter,4,64,24,3,FALSE,8:20,9,110,Driving Layup Shot,61,Sabrina Ionescu misses driving layup,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,20,2,2,2,319,New York,NY,1
463,4th Quarter,4,64,40,20,FALSE,8:12,8,146,Running Pullup Jump Shot,61,Kayla McBride misses running pullup jump shot,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,12,2,2,2,321,Minnesota,MIN,1
465,4th Quarter,4,64,21,7,FALSE,7:57,9,131,Pullup Jump Shot,61,Rebecca Allen misses 8-foot pullup jump shot,0,3102133,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,57,2,2,2,323,New York,NY,1
469,4th Quarter,4,66,24,2,TRUE,7:34,9,109,Running Layup Shot,61,Jazmine Jones makes two point shot (Rebecca Allen assists),2,4065850,3102133,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,34,2,2,2,326,New York,NY,1
482,4th Quarter,4,66,14,9,TRUE,7:17,8,131,Pullup Jump Shot,63,Bridget Carleton makes 14-foot pullup jump shot (Jessica Shepard assists),2,3906972,3906949,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,17,2,2,2,332,Minnesota,MIN,1
484,4th Quarter,4,69,20,24,TRUE,6:52,9,92,Jump Shot,63,Sami Whitcomb makes 24-foot three point jumper (Sabrina Ionescu assists),3,887,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,52,2,2,2,333,New York,NY,1
486,4th Quarter,4,69,28,3,FALSE,6:37,8,114,Turnaround Jump Shot,63,Damiris Dantas misses 4-foot two point shot,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,37,2,2,2,334,Minnesota,MIN,1
491,4th Quarter,4,69,22,8,FALSE,6:08,8,95,Layup Shot,63,Michaela Onyenwere blocks Jessica Shepard 's 8-foot layup,0,3906949,4282173,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,08,2,2,2,338,Minnesota,MIN,1
493,4th Quarter,4,69,24,3,TRUE,6:05,8,125,Layup Shot Putback,65,Jessica Shepard makes two point shot,2,3906949,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,05,2,2,2,340,Minnesota,MIN,1
494,4th Quarter,4,72,47,3,TRUE,5:40,9,92,Jump Shot,65,Sami Whitcomb makes 23-foot three point jumper (Betnijah Laney assists),3,887,2593770,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,40,2,2,2,341,New York,NY,1
502,4th Quarter,4,72,25,4,FALSE,5:27,8,110,Driving Layup Shot,65,Sylvia Fowles misses driving layup,0,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,27,2,2,2,345,Minnesota,MIN,1
504,4th Quarter,4,75,6,15,TRUE,5:12,9,92,Jump Shot,65,Sabrina Ionescu makes 24-foot three point jumper (Michaela Onyenwere assists),3,4066533,4282173,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,12,2,2,2,347,New York,NY,1
506,4th Quarter,4,75,18,24,FALSE,4:56,8,92,Jump Shot,65,Kayla McBride misses 25-foot three point jumper,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,56,2,2,2,348,Minnesota,MIN,1
509,4th Quarter,4,78,47,7,TRUE,4:42,9,92,Jump Shot,65,Michaela Onyenwere makes 23-foot three point jumper (Sabrina Ionescu assists),3,4282173,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,42,2,2,2,350,New York,NY,1
515,4th Quarter,4,78,11,3,FALSE,4:07,9,137,Turnaround Fade Away Jump Shot,65,Betnijah Laney misses 15-foot two point shot,0,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,07,2,2,2,353,New York,NY,1
517,4th Quarter,4,78,24,3,TRUE,3:55,8,120,Turnaround Hook Shot,67,Sylvia Fowles makes 3-foot two point shot (Aerial Powers assists),2,766,2999035,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,55,2,2,2,355,Minnesota,MIN,1
521,4th Quarter,4,80,23,2,TRUE,3:34,9,110,Driving Layup Shot,67,Betnijah Laney makes driving layup,2,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,34,2,2,2,357,New York,NY,1
533,4th Quarter,4,82,24,4,TRUE,2:50,8,110,Driving Layup Shot,69,Sylvia Fowles makes driving layup,2,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,50,2,2,2,365,Minnesota,MIN,1
535,4th Quarter,4,82,13,21,FALSE,2:23,9,92,Jump Shot,69,Sami Whitcomb misses 25-foot three point jumper,0,887,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,23,2,2,2,366,New York,NY,1
537,4th Quarter,4,82,37,22,FALSE,2:13,8,92,Jump Shot,69,Damiris Dantas misses 25-foot three point jumper,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,13,2,2,2,368,Minnesota,MIN,1
545,4th Quarter,4,82,3,9,FALSE,1:43,9,92,Jump Shot,69,Sami Whitcomb misses 24-foot three point jumper,0,887,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,43,2,2,2,373,New York,NY,1
549,4th Quarter,4,82,19,16,TRUE,1:28,8,92,Jump Shot,71,Rachel Banham makes 17-foot jumper (Crystal Dangerfield assists),2,2566186,4066585,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,28,2,2,2,376,Minnesota,MIN,1
555,4th Quarter,4,84,40,21,FALSE,1:13,8,92,Jump Shot,71,Crystal Dangerfield misses 25-foot three point jumper,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,13,2,2,2,380,Minnesota,MIN,1
562,4th Quarter,4,84,22,2,FALSE,45.9,9,110,Driving Layup Shot,72,Damiris Dantas blocks Michaela Onyenwere 's 4-foot driving layup,0,4282173,2955898,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,45.9,2,2,2,386,New York,NY,1
566,4th Quarter,4,84,35,23,TRUE,35.5,8,92,Jump Shot,75,Jessica Shepard makes 25-foot three point jumper (Rachel Banham assists),3,3906949,2566186,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,35.5,2,2,2,389,Minnesota,MIN,1
568,4th Quarter,4,86,23,2,TRUE,13.6,9,141,Cutting Layup Shot,75,Kylee Shook makes 3-foot layup (Betnijah Laney assists),2,4065849,2593770,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,13.6,2,2,2,390,New York,NY,1
570,4th Quarter,4,86,34,23,FALSE,1.3,8,132,Step Back Jump Shot,75,Damiris Dantas misses 25-foot step back jumpshot,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,1.3,2,2,2,391,Minnesota,MIN,1
7,1st Quarter,1,0,40,20,TRUE,9:44,11,92,Jump Shot,3,Kia Nurse makes 25-foot three point jumper (Brianna Turner assists),3,3142327,3142086,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,9,44,1,1,1,2,Phoenix,PHX,1
9,1st Quarter,1,0,10,23,FALSE,9:26,16,92,Jump Shot,3,Tina Charles misses 28-foot three point jumper,0,918,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,9,26,1,1,1,3,Washington,WSH,1
11,1st Quarter,1,0,18,4,FALSE,9:10,11,114,Turnaround Jump Shot,3,Brittney Griner misses 8-foot two point shot,0,2490553,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,9,10,1,1,1,5,Phoenix,PHX,1
13,1st Quarter,1,0,21,24,FALSE,9:06,11,131,Pullup Jump Shot,3,Kia Nurse misses 24-foot three point pullup jump shot,0,3142327,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,9,06,1,1,1,7,Phoenix,PHX,1
17,1st Quarter,1,0,14,2,FALSE,8:49,16,131,Pullup Jump Shot,3,Ariel Atkins misses 11-foot pullup jump shot,0,3146151,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,8,49,1,1,1,10,Washington,WSH,1
19,1st Quarter,1,0,26,9,FALSE,8:45,16,131,Pullup Jump Shot,3,Theresa Plaisance misses 9-foot pullup jump shot,0,2530082,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,8,45,1,1,1,12,Washington,WSH,1
21,1st Quarter,1,0,48,11,TRUE,8:38,11,131,Pullup Jump Shot,6,Diana Taurasi makes 25-foot three pointer,3,585,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,8,38,1,1,1,14,Phoenix,PHX,1
22,1st Quarter,1,0,2,14,FALSE,8:20,16,131,Pullup Jump Shot,6,Leilani Mitchell misses 27-foot three point pullup jump shot,0,796,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,8,20,1,1,1,15,Washington,WSH,1
24,1st Quarter,1,0,29,0,TRUE,8:18,11,95,Layup Shot,8,Brittney Griner makes layup (Skylar Diggins-Smith assists),2,2490553,2491205,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,8,18,1,1,1,17,Phoenix,PHX,1
27,1st Quarter,1,0,15,26,FALSE,8:03,16,92,Jump Shot,8,Theresa Plaisance misses 28-foot three point jumper,0,2530082,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,8,03,1,1,1,19,Washington,WSH,1
31,1st Quarter,1,2,29,3,TRUE,7:46,16,109,Running Layup Shot,8,Tina Charles makes two point shot (Leilani Mitchell assists),2,918,796,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,7,46,1,1,1,22,Washington,WSH,1
33,1st Quarter,1,2,28,17,FALSE,7:28,11,92,Jump Shot,8,Brittney Griner misses 18-foot jumper,0,2490553,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,7,28,1,1,1,23,Phoenix,PHX,1
35,1st Quarter,1,4,28,3,TRUE,7:15,16,110,Driving Layup Shot,8,Natasha Cloud makes driving layup (Theresa Plaisance assists),2,2529137,2530082,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,7,15,1,1,1,25,Washington,WSH,1
39,1st Quarter,1,4,30,26,FALSE,6:59,16,131,Pullup Jump Shot,8,Natasha Cloud misses 27-foot three point pullup jump shot,0,2529137,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,6,59,1,1,1,27,Washington,WSH,1
41,1st Quarter,1,6,25,10,TRUE,6:49,16,93,Hook Shot,8,Tina Charles makes hook shot (Ariel Atkins assists),2,918,3146151,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,6,49,1,1,1,29,Washington,WSH,1
43,1st Quarter,1,6,47,9,FALSE,6:34,11,92,Jump Shot,8,Skylar Diggins-Smith misses 24-foot three point jumper,0,2491205,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,6,34,1,1,1,30,Phoenix,PHX,1
45,1st Quarter,1,8,27,3,TRUE,6:19,16,110,Driving Layup Shot,8,Natasha Cloud makes driving layup,2,2529137,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,6,19,1,1,1,32,Washington,WSH,1
46,1st Quarter,1,8,24,25,TRUE,6:08,11,131,Pullup Jump Shot,11,Diana Taurasi makes 25-foot three pointer (Brianna Turner assists),3,585,3142086,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,6,08,1,1,1,33,Phoenix,PHX,1
51,1st Quarter,1,10,28,2,TRUE,5:52,16,141,Cutting Layup Shot,11,Tina Charles makes 3-foot layup (Leilani Mitchell assists),2,918,796,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,5,52,1,1,1,37,Washington,WSH,1
53,1st Quarter,1,10,30,16,FALSE,5:35,11,92,Jump Shot,11,Brittney Griner misses 16-foot jumper,0,2490553,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,5,35,1,1,1,38,Phoenix,PHX,1
55,1st Quarter,1,10,30,26,FALSE,5:26,16,92,Jump Shot,11,Tina Charles misses 26-foot three point jumper,0,918,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,5,26,1,1,1,40,Washington,WSH,1
57,1st Quarter,1,10,13,1,FALSE,5:18,16,92,Jump Shot,11,Theresa Plaisance misses 12-foot jumper,0,2530082,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,5,18,1,1,1,42,Washington,WSH,1
65,1st Quarter,1,10,45,14,FALSE,5:04,11,92,Jump Shot,11,Kia Nurse misses 24-foot three point jumper,0,3142327,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,5,04,1,1,1,47,Phoenix,PHX,1
67,1st Quarter,1,10,34,23,TRUE,4:59,11,92,Jump Shot,14,Skylar Diggins-Smith makes 25-foot three point jumper (Shey Peddy assists),3,2491205,1107,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,4,59,1,1,1,49,Phoenix,PHX,1
69,1st Quarter,1,10,4,15,FALSE,4:42,16,92,Jump Shot,14,Ariel Atkins misses 26-foot three point jumper,0,3146151,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,4,42,1,1,1,50,Washington,WSH,1
71,1st Quarter,1,10,28,24,FALSE,4:31,11,92,Jump Shot,14,Ariel Atkins blocks Skylar Diggins-Smith 's 24-foot three point jumper,0,2491205,3146151,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,4,31,1,1,1,52,Phoenix,PHX,1
83,1st Quarter,1,10,26,22,FALSE,4:14,16,92,Jump Shot,14,Tina Charles misses 22-foot jumper,0,918,NA,401320574,11,Phoenix,Mercury,PHX,Phoenix,16,Washington,Mystics,WSH,Washington,4,14,1,1,1,58,Washington,WSH,1
