sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number,team_name,team_abbrev,shot_taken
432,4th Quarter,4,69,11,8,TRUE,7:04,14,92,Jump Shot,57,Sue Bird makes 17-foot jumper,2,91,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,7,04,2,2,2,305,Seattle,SEA,1
433,4th Quarter,4,69,12,15,FALSE,6:45,5,92,Jump Shot,57,Jessica Breland misses 20-foot jumper,0,1002,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,6,45,2,2,2,306,Indiana,IND,1
441,4th Quarter,4,69,39,14,FALSE,6:31,14,92,Jump Shot,57,Candice Dupree misses 20-foot jumper,0,689,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,6,31,2,2,2,311,Seattle,SEA,1
443,4th Quarter,4,69,17,15,FALSE,6:05,5,92,Jump Shot,57,Lauren Cox misses 17-foot jumper,0,4066563,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,6,05,2,2,2,313,Indiana,IND,1
445,4th Quarter,4,69,40,19,FALSE,5:59,14,92,Jump Shot,57,Jewell Loyd misses 25-foot three point jumper,0,2987869,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,5,59,2,2,2,315,Seattle,SEA,1
447,4th Quarter,4,69,26,1,TRUE,5:37,5,110,Driving Layup Shot,59,Jessica Breland makes driving layup,2,1002,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,5,37,2,2,2,317,Indiana,IND,1
448,4th Quarter,4,71,29,2,TRUE,5:27,14,139,Hook Driving Bank,59,Epiphanny Prince makes 4-foot two point shot (Sue Bird assists),2,882,91,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,5,27,2,2,2,318,Seattle,SEA,1
454,4th Quarter,4,71,27,0,TRUE,5:10,5,110,Driving Layup Shot,61,Jessica Breland makes driving layup (Tiffany Mitchell assists),2,1002,2984741,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,5,10,2,2,2,322,Indiana,IND,1
460,4th Quarter,4,73,27,2,FALSE,4:32,5,95,Layup Shot,61,Jewell Loyd blocks Tiffany Mitchell 's 3-foot layup,0,2984741,2987869,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,4,32,2,2,2,326,Indiana,IND,1
537,4th Quarter,4,74,29,3,FALSE,4:15,14,113,Running Jump Shot,61,Teaira McCowan blocks Epiphanny Prince 's 5-foot two point shot,0,882,3913903,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,4,15,2,2,2,330,Seattle,SEA,1
465,4th Quarter,4,76,22,1,TRUE,4:13,14,92,Jump Shot,61,Mercedes Russell makes 3-foot jumper,2,3056672,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,4,13,2,2,2,332,Seattle,SEA,1
467,4th Quarter,4,76,27,8,TRUE,4:01,5,92,Jump Shot,63,Jessica Breland makes 9-foot jumper (Tiffany Mitchell assists),2,1002,2984741,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,4,01,2,2,2,333,Indiana,IND,1
469,4th Quarter,4,79,38,22,TRUE,3:41,14,92,Jump Shot,63,Sue Bird makes 25-foot three point jumper (Breanna Stewart assists),3,91,2998928,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,3,41,2,2,2,334,Seattle,SEA,1
471,4th Quarter,4,79,24,23,TRUE,3:26,5,92,Jump Shot,65,Kelsey Mitchell makes 23-foot jumper,2,3142191,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,3,26,2,2,2,335,Indiana,IND,1
472,4th Quarter,4,79,24,1,FALSE,3:17,14,95,Layup Shot,65,Jewell Loyd misses layup,0,2987869,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,3,17,2,2,2,336,Seattle,SEA,1
474,4th Quarter,4,79,27,1,TRUE,3:11,5,109,Running Layup Shot,67,Kelsey Mitchell makes two point shot (Lindsay Allen assists),2,3142191,3058908,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,3,11,2,2,2,338,Indiana,IND,1
485,4th Quarter,4,81,25,8,FALSE,2:30,5,95,Layup Shot,67,Tiffany Mitchell misses layup,0,2984741,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,2,30,2,2,2,344,Indiana,IND,1
487,4th Quarter,4,81,25,0,FALSE,2:25,5,94,Tip Shot,67,Jantel Lavender misses tip shot,0,1013,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,2,25,2,2,2,346,Indiana,IND,1
489,4th Quarter,4,81,27,1,FALSE,2:24,5,95,Layup Shot,67,Breanna Stewart blocks Teaira McCowan 's 2-foot layup,0,3913903,2998928,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,2,24,2,2,2,348,Indiana,IND,1
492,4th Quarter,4,81,26,2,TRUE,2:24,5,95,Layup Shot,69,Teaira McCowan makes layup,2,3913903,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,2,24,2,2,2,350,Indiana,IND,1
496,4th Quarter,4,84,16,22,TRUE,2:13,14,92,Jump Shot,70,Breanna Stewart makes 24-foot three point jumper (Sue Bird assists),3,2998928,91,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,2,13,2,2,2,353,Seattle,SEA,1
502,4th Quarter,4,84,44,16,TRUE,1:29,5,92,Jump Shot,73,Kelsey Mitchell makes 25-foot three point jumper (Lindsay Allen assists),3,3142191,3058908,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,1,29,2,2,2,356,Indiana,IND,1
504,4th Quarter,4,87,47,8,TRUE,1:13,14,92,Jump Shot,73,Stephanie Talbot makes 24-foot three point jumper (Jewell Loyd assists),3,3099736,2987869,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,1,13,2,2,2,357,Seattle,SEA,1
509,4th Quarter,4,87,44,9,FALSE,58.7,5,92,Jump Shot,73,Jantel Lavender misses 20-foot jumper,0,1013,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,0,58.7,2,2,2,360,Indiana,IND,1
529,4th Quarter,4,88,14,23,FALSE,44.2,5,92,Jump Shot,73,Kelsey Mitchell misses 25-foot three point jumper,0,3142191,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,0,44.2,2,2,2,375,Indiana,IND,1
531,4th Quarter,4,88,26,9,FALSE,21.8,14,93,Hook Shot,73,Mercedes Russell misses 9-foot hook shot,0,3056672,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,0,21.8,2,2,2,377,Seattle,SEA,1
533,4th Quarter,4,88,40,6,FALSE,9.5,5,92,Jump Shot,73,Kelsey Mitchell misses 17-foot jumper,0,3142191,NA,401320605,5,Indiana,Fever,IND,Indiana,14,Seattle,Storm,SEA,Seattle,0,9.5,2,2,2,379,Indiana,IND,1
7,1st Quarter,1,0,34,7,TRUE,9:42,17,114,Turnaround Jump Shot,2,Liz Cambage makes 11-foot two point shot (Chelsea Gray assists),2,1017,2529122,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,9,42,1,1,1,2,Las Vegas,LV,1
9,1st Quarter,1,0,23,10,FALSE,9:27,9,92,Jump Shot,2,Betnijah Laney misses 11-foot jumper,0,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,9,27,1,1,1,3,New York,NY,1
12,1st Quarter,1,0,38,8,TRUE,9:12,17,131,Pullup Jump Shot,4,Chelsea Gray makes 15-foot pullup jump shot,2,2529122,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,9,12,1,1,1,5,Las Vegas,LV,1
13,1st Quarter,1,3,10,21,TRUE,9:00,9,92,Jump Shot,4,Michaela Onyenwere makes 26-foot three point jumper (Sabrina Ionescu assists),3,4282173,4066533,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,9,00,1,1,1,6,New York,NY,1
15,1st Quarter,1,3,23,2,TRUE,8:46,17,110,Driving Layup Shot,6,A'ja Wilson makes driving layup,2,3149391,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,46,1,1,1,7,Las Vegas,LV,1
16,1st Quarter,1,3,21,8,FALSE,8:36,9,144,Driving Floating Jump Shot,6,Sabrina Ionescu misses driving floating jump shot,0,4066533,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,36,1,1,1,8,New York,NY,1
22,1st Quarter,1,5,26,2,TRUE,8:11,9,128,Driving Finger Roll Layup,8,Sami Whitcomb makes 2-foot two point shot,2,887,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,11,1,1,1,13,New York,NY,1
27,1st Quarter,1,5,15,4,TRUE,7:59,17,114,Turnaround Jump Shot,10,Liz Cambage makes 11-foot two point shot,2,1017,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,59,1,1,1,16,Las Vegas,LV,1
29,1st Quarter,1,5,28,16,FALSE,7:36,9,131,Pullup Jump Shot,10,Betnijah Laney misses 16-foot pullup jump shot,0,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,36,1,1,1,17,New York,NY,1
32,1st Quarter,1,5,34,18,TRUE,7:17,17,92,Jump Shot,12,Jackie Young makes 20-foot jumper (Liz Cambage assists),2,4065870,1017,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,17,1,1,1,19,Las Vegas,LV,1
34,1st Quarter,1,5,26,3,FALSE,7:04,9,110,Driving Layup Shot,12,Michaela Onyenwere misses driving layup,0,4282173,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,04,1,1,1,20,New York,NY,1
36,1st Quarter,1,5,23,6,TRUE,6:55,17,114,Turnaround Jump Shot,14,Jackie Young makes 6-foot two point shot,2,4065870,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,55,1,1,1,22,Las Vegas,LV,1
37,1st Quarter,1,5,14,6,FALSE,6:43,9,114,Turnaround Jump Shot,14,Betnijah Laney misses 12-foot two point shot,0,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,43,1,1,1,23,New York,NY,1
39,1st Quarter,1,5,7,18,FALSE,6:37,17,146,Running Pullup Jump Shot,14,Riquna Williams misses running pullup jump shot,0,1049,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,37,1,1,1,25,Las Vegas,LV,1
42,1st Quarter,1,5,24,3,FALSE,6:13,9,110,Driving Layup Shot,14,A'ja Wilson blocks Michaela Onyenwere 's 4-foot driving layup,0,4282173,3149391,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,13,1,1,1,27,New York,NY,1
44,1st Quarter,1,5,26,9,FALSE,6:06,17,114,Turnaround Jump Shot,14,A'ja Wilson misses 9-foot two point shot,0,3149391,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,06,1,1,1,29,Las Vegas,LV,1
46,1st Quarter,1,5,5,15,FALSE,5:47,9,131,Pullup Jump Shot,14,Sabrina Ionescu misses 25-foot three point pullup jump shot,0,4066533,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,47,1,1,1,31,New York,NY,1
48,1st Quarter,1,7,26,4,TRUE,5:40,9,136,Turnaround Bank Jump Shot,14,Betnijah Laney makes 4-foot two point shot (Sami Whitcomb assists),2,2593770,887,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,40,1,1,1,33,New York,NY,1
50,1st Quarter,1,7,14,5,FALSE,5:29,17,92,Jump Shot,14,A'ja Wilson misses 12-foot jumper,0,3149391,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,29,1,1,1,34,Las Vegas,LV,1
52,1st Quarter,1,7,5,16,FALSE,5:18,9,92,Jump Shot,14,Sami Whitcomb misses 25-foot three point jumper,0,887,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,18,1,1,1,36,New York,NY,1
54,1st Quarter,1,9,25,3,TRUE,5:16,9,125,Layup Shot Putback,14,Betnijah Laney makes two point shot,2,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,16,1,1,1,38,New York,NY,1
55,1st Quarter,1,9,44,18,TRUE,4:59,17,92,Jump Shot,17,Chelsea Gray makes 26-foot three point jumper (A'ja Wilson assists),3,2529122,3149391,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,59,1,1,1,39,Las Vegas,LV,1
59,1st Quarter,1,9,23,3,TRUE,4:33,17,95,Layup Shot,19,A'ja Wilson makes layup (Chelsea Gray assists),2,3149391,2529122,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,33,1,1,1,41,Las Vegas,LV,1
66,1st Quarter,1,9,24,7,FALSE,4:19,9,119,Driving Hook Shot,19,Betnijah Laney misses 7-foot two point shot,0,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,19,1,1,1,45,New York,NY,1
68,1st Quarter,1,9,21,8,FALSE,4:01,17,120,Turnaround Hook Shot,19,Dearica Hamby misses 9-foot two point shot,0,2566106,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,01,1,1,1,47,Las Vegas,LV,1
70,1st Quarter,1,11,5,2,TRUE,3:54,9,92,Jump Shot,19,Betnijah Laney makes 20-foot jumper (Sami Whitcomb assists),2,2593770,887,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,54,1,1,1,49,New York,NY,1
72,1st Quarter,1,11,5,13,TRUE,3:39,17,92,Jump Shot,22,Jackie Young makes 24-foot three point jumper (Chelsea Gray assists),3,4065870,2529122,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,39,1,1,1,50,Las Vegas,LV,1
74,1st Quarter,1,11,27,11,FALSE,3:19,9,121,Fade Away Jump Shot,22,Betnijah Laney misses 11-foot two point shot,0,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,19,1,1,1,51,New York,NY,1
76,1st Quarter,1,11,36,22,FALSE,3:12,17,131,Pullup Jump Shot,22,Kelsey Plum misses 25-foot three point pullup jump shot,0,3065570,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,12,1,1,1,53,Las Vegas,LV,1
78,1st Quarter,1,11,22,7,FALSE,2:52,9,128,Driving Finger Roll Layup,22,Michaela Onyenwere misses two point shot,0,4282173,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,52,1,1,1,55,New York,NY,1
80,1st Quarter,1,11,19,18,FALSE,2:47,17,131,Pullup Jump Shot,22,Chelsea Gray misses 19-foot pullup jump shot,0,2529122,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,47,1,1,1,57,Las Vegas,LV,1
88,1st Quarter,1,13,24,3,TRUE,2:30,9,95,Layup Shot,22,Sami Whitcomb makes layup (Kiah Stokes assists),2,887,2590093,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,30,1,1,1,62,New York,NY,1
90,1st Quarter,1,13,24,3,FALSE,2:23,17,110,Driving Layup Shot,22,Leaonna Odom blocks Chelsea Gray 's 3-foot driving layup,0,2529122,4065818,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,23,1,1,1,63,Las Vegas,LV,1
94,1st Quarter,1,13,13,9,TRUE,2:17,17,131,Pullup Jump Shot,24,A'ja Wilson makes 15-foot pullup jump shot (Chelsea Gray assists),2,3149391,2529122,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,17,1,1,1,65,Las Vegas,LV,1
96,1st Quarter,1,13,22,25,FALSE,1:57,9,92,Jump Shot,24,Betnijah Laney misses 25-foot three point jumper,0,2593770,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,1,57,1,1,1,66,New York,NY,1
102,1st Quarter,1,15,24,3,TRUE,1:29,9,95,Layup Shot,24,Leaonna Odom makes layup (Betnijah Laney assists),2,4065818,2593770,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,1,29,1,1,1,70,New York,NY,1
104,1st Quarter,1,15,26,3,TRUE,1:14,17,141,Cutting Layup Shot,26,Kelsey Plum makes 3-foot layup (A'ja Wilson assists),2,3065570,3149391,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,1,14,1,1,1,71,Las Vegas,LV,1
119,1st Quarter,1,16,27,7,FALSE,52.5,17,114,Turnaround Jump Shot,26,Jackie Young misses 7-foot two point shot,0,4065870,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,0,52.5,1,1,1,78,Las Vegas,LV,1
121,1st Quarter,1,16,37,11,FALSE,45.7,9,131,Pullup Jump Shot,26,DiDi Richards misses 17-foot pullup jump shot,0,4281253,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,0,45.7,1,1,1,80,New York,NY,1
131,1st Quarter,1,16,19,16,FALSE,13.4,9,92,Jump Shot,28,A'ja Wilson blocks Rebecca Allen 's 17-foot jumper,0,3102133,3149391,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,0,13.4,1,1,1,87,New York,NY,1
135,1st Quarter,1,16,32,19,TRUE,1.6,17,131,Pullup Jump Shot,30,Chelsea Gray makes 20-foot pullup jump shot,2,2529122,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,0,1.6,1,1,1,89,Las Vegas,LV,1
143,2nd Quarter,2,18,24,8,TRUE,9:44,9,119,Driving Hook Shot,30,Leaonna Odom makes 8-foot two point shot,2,4065818,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,9,44,1,1,1,92,New York,NY,1
145,2nd Quarter,2,18,25,9,TRUE,9:20,17,131,Pullup Jump Shot,32,Liz Cambage makes pullup jump shot (Chelsea Gray assists),2,1017,2529122,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,9,20,1,1,1,95,Las Vegas,LV,1
151,2nd Quarter,2,18,13,12,FALSE,8:54,9,92,Jump Shot,32,DiDi Richards misses 17-foot jumper,0,4281253,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,54,1,1,1,98,New York,NY,1
153,2nd Quarter,2,18,26,3,TRUE,8:38,17,141,Cutting Layup Shot,34,Dearica Hamby makes 3-foot layup (Chelsea Gray assists),2,2566106,2529122,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,38,1,1,1,100,Las Vegas,LV,1
157,2nd Quarter,2,18,13,13,FALSE,8:18,17,131,Pullup Jump Shot,34,Jackie Young misses 17-foot pullup jump shot,0,4065870,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,18,1,1,1,102,Las Vegas,LV,1
160,2nd Quarter,2,18,27,3,FALSE,8:11,9,109,Running Layup Shot,35,Jazmine Jones misses two point shot,0,4065850,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,11,1,1,1,104,New York,NY,1
162,2nd Quarter,2,21,13,22,TRUE,8:05,9,92,Jump Shot,35,Betnijah Laney makes 25-foot three point jumper (Jazmine Jones assists),3,2593770,4065850,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,8,05,1,1,1,106,New York,NY,1
164,2nd Quarter,2,21,26,3,TRUE,7:58,17,141,Cutting Layup Shot,37,Dearica Hamby makes 3-foot layup (Destiny Slocum assists),2,2566106,4065781,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,58,1,1,1,107,Las Vegas,LV,1
181,2nd Quarter,2,21,26,9,TRUE,7:36,17,92,Jump Shot,40,A'ja Wilson makes 9-foot jumper (Jackie Young assists),2,3149391,4065870,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,36,1,1,1,116,Las Vegas,LV,1
183,2nd Quarter,2,23,26,8,TRUE,7:16,9,114,Turnaround Jump Shot,40,Rebecca Allen makes 8-foot two point shot (Betnijah Laney assists),2,3102133,2593770,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,7,16,1,1,1,117,New York,NY,1
187,2nd Quarter,2,25,34,11,TRUE,6:56,9,131,Pullup Jump Shot,40,Rebecca Allen makes 15-foot pullup jump shot (Jazmine Jones assists),2,3102133,4065850,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,56,1,1,1,119,New York,NY,1
189,2nd Quarter,2,25,43,17,FALSE,6:47,17,92,Jump Shot,40,Riquna Williams misses 25-foot three point jumper,0,1049,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,47,1,1,1,120,Las Vegas,LV,1
191,2nd Quarter,2,28,36,22,TRUE,6:40,9,146,Running Pullup Jump Shot,40,Rebecca Allen makes 24-foot running pullup jump shot,3,3102133,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,40,1,1,1,122,New York,NY,1
192,2nd Quarter,2,28,26,5,FALSE,6:31,17,95,Layup Shot,40,Michaela Onyenwere blocks A'ja Wilson 's 5-foot layup,0,3149391,4282173,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,31,1,1,1,123,Las Vegas,LV,1
208,2nd Quarter,2,28,34,20,FALSE,6:12,9,92,Jump Shot,42,Rebecca Allen misses 22-foot jumper,0,3102133,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,12,1,1,1,132,New York,NY,1
210,2nd Quarter,2,28,34,22,FALSE,6:07,9,92,Jump Shot,42,Rebecca Allen misses 24-foot three point jumper,0,3102133,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,6,07,1,1,1,134,New York,NY,1
213,2nd Quarter,2,28,27,10,FALSE,5:51,17,131,Pullup Jump Shot,42,A'ja Wilson misses 10-foot pullup jump shot,0,3149391,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,51,1,1,1,136,Las Vegas,LV,1
215,2nd Quarter,2,30,31,20,TRUE,5:39,9,92,Jump Shot,42,Rebecca Allen makes 21-foot jumper (Sabrina Ionescu assists),2,3102133,4066533,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,39,1,1,1,138,New York,NY,1
219,2nd Quarter,2,30,7,17,FALSE,5:21,17,92,Jump Shot,42,Riquna Williams misses 25-foot three point jumper,0,1049,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,21,1,1,1,140,Las Vegas,LV,1
223,2nd Quarter,2,32,24,16,TRUE,5:03,9,131,Pullup Jump Shot,42,Rebecca Allen makes 16-foot pullup jump shot (Sami Whitcomb assists),2,3102133,887,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,5,03,1,1,1,143,New York,NY,1
227,2nd Quarter,2,32,24,10,FALSE,4:41,17,114,Turnaround Jump Shot,42,Kiah Stokes blocks Liz Cambage 's 10-foot two point shot,0,1017,2590093,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,41,1,1,1,145,Las Vegas,LV,1
230,2nd Quarter,2,35,8,20,TRUE,4:34,9,92,Jump Shot,42,Rebecca Allen makes 26-foot three point jumper (Sabrina Ionescu assists),3,3102133,4066533,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,34,1,1,1,147,New York,NY,1
240,2nd Quarter,2,35,23,4,FALSE,4:02,9,110,Driving Layup Shot,44,Sabrina Ionescu misses driving layup,0,4066533,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,4,02,1,1,1,153,New York,NY,1
245,2nd Quarter,2,35,29,6,FALSE,3:46,17,114,Turnaround Jump Shot,44,Liz Cambage misses 7-foot two point shot,0,1017,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,46,1,1,1,156,Las Vegas,LV,1
247,2nd Quarter,2,38,47,9,TRUE,3:36,9,92,Jump Shot,44,Michaela Onyenwere makes 23-foot three point jumper (Sami Whitcomb assists),3,4282173,887,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,36,1,1,1,158,New York,NY,1
249,2nd Quarter,2,38,29,9,FALSE,3:19,17,114,Turnaround Jump Shot,44,A'ja Wilson misses 9-foot two point shot,0,3149391,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,3,19,1,1,1,159,Las Vegas,LV,1
263,2nd Quarter,2,40,23,16,TRUE,2:54,17,131,Pullup Jump Shot,46,Jackie Young makes 16-foot pullup jump shot (A'ja Wilson assists),2,4065870,3149391,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,54,1,1,1,167,Las Vegas,LV,1
265,2nd Quarter,2,42,26,3,TRUE,2:39,9,110,Driving Layup Shot,46,Sami Whitcomb makes driving layup (Sabrina Ionescu assists),2,887,4066533,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,39,1,1,1,168,New York,NY,1
267,2nd Quarter,2,42,26,3,TRUE,2:26,17,110,Driving Layup Shot,48,Chelsea Gray makes driving layup (A'ja Wilson assists),2,2529122,3149391,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,26,1,1,1,169,Las Vegas,LV,1
269,2nd Quarter,2,42,41,18,FALSE,2:08,9,132,Step Back Jump Shot,48,Sami Whitcomb misses 24-foot step back jumpshot,0,887,NA,401320606,17,Las Vegas,Aces,LV,Las Vegas,9,New York,Liberty,NY,New York,2,08,1,1,1,170,New York,NY,1
